3,1,488.35,492.00,555.99,642.22,1.0,-1,-1,-1
3,2,879.29,502.22,917.49,631.00,1.0,-1,-1,-1
3,3,700.49,524.23,759.73,642.78,1.0,-1,-1,-1
3,4,964.24,506.22,1003.50,632.00,1.0,-1,-1,-1
3,5,1127.79,515.22,1178.21,631.24,1.0,-1,-1,-1
3,6,1343.47,504.22,1394.75,629.00,1.0,-1,-1,-1
3,7,1444.81,521.22,1482.19,618.24,1.0,-1,-1,-1
3,8,1523.79,530.87,1557.28,616.37,1.0,-1,-1,-1
3,9,1268.60,531.78,1301.38,630.24,1.0,-1,-1,-1
3,10,1898.04,540.00,1917.99,633.77,1.0,-1,-1,-1
3,11,1615.89,512.22,1667.87,630.22,1.0,-1,-1,-1
3,12,1772.47,536.02,1806.99,605.00,1.0,-1,-1,-1
4,1,488.75,491.23,555.56,639.68,1.0,-1,-1,-1
4,2,879.29,500.45,917.73,630.24,1.0,-1,-1,-1
4,3,699.92,523.26,760.05,643.79,1.0,-1,-1,-1
4,4,963.81,505.98,1003.36,632.76,1.0,-1,-1,-1
4,5,1128.15,514.98,1178.61,631.02,1.0,-1,-1,-1
4,6,1343.32,503.21,1394.65,628.24,1.0,-1,-1,-1
4,7,1445.30,520.22,1483.23,618.79,1.0,-1,-1,-1
4,8,1523.99,529.12,1557.43,614.50,1.0,-1,-1,-1
4,9,1268.80,532.02,1301.16,629.26,1.0,-1,-1,-1
4,10,1898.22,538.48,1918.64,634.74,1.0,-1,-1,-1
4,11,1616.36,511.21,1668.38,629.21,1.0,-1,-1,-1
4,12,1772.44,536.05,1806.60,604.23,1.0,-1,-1,-1
4,13,717.71,505.22,768.27,628.20,1.0,-1,-1,-1
5,1,489.59,490.25,556.13,638.15,1.0,-1,-1,-1
5,2,879.31,500.64,917.77,630.73,1.0,-1,-1,-1
5,3,699.45,510.54,762.66,637.52,1.0,-1,-1,-1
5,4,963.40,505.18,1002.85,631.54,1.0,-1,-1,-1
5,5,1128.26,514.92,1178.74,630.96,1.0,-1,-1,-1
5,6,1343.17,502.17,1394.75,627.99,1.0,-1,-1,-1
5,7,1445.55,519.18,1484.19,619.70,1.0,-1,-1,-1
5,8,1523.92,527.91,1557.68,614.10,1.0,-1,-1,-1
5,9,1268.87,532.08,1301.09,628.95,1.0,-1,-1,-1
5,10,1898.07,537.26,1919.03,636.50,1.0,-1,-1,-1
5,11,1616.80,511.65,1668.25,628.17,1.0,-1,-1,-1
5,12,1772.77,535.30,1806.89,603.25,1.0,-1,-1,-1
5,13,717.66,504.89,768.14,627.69,1.0,-1,-1,-1
6,1,489.67,490.66,555.77,637.70,1.0,-1,-1,-1
6,2,879.34,500.74,917.75,630.91,1.0,-1,-1,-1
6,3,699.68,518.03,761.08,641.62,1.0,-1,-1,-1
6,4,963.26,504.93,1002.69,631.11,1.0,-1,-1,-1
6,5,1128.28,514.91,1178.79,630.95,1.0,-1,-1,-1
6,6,1343.16,502.56,1394.75,628.64,1.0,-1,-1,-1
6,7,1445.65,518.85,1484.49,620.01,1.0,-1,-1,-1
6,8,1524.29,527.59,1558.12,614.11,1.0,-1,-1,-1
6,9,1269.72,532.09,1301.68,628.16,1.0,-1,-1,-1
6,10,1897.99,536.86,1919.18,637.79,1.0,-1,-1,-1
6,11,1616.60,511.10,1668.52,628.57,1.0,-1,-1,-1
6,12,1773.02,535.05,1806.87,602.22,1.0,-1,-1,-1
6,13,717.72,504.95,768.24,627.90,1.0,-1,-1,-1
7,1,489.84,490.82,555.46,636.90,1.0,-1,-1,-1
7,2,879.70,500.80,918.08,630.97,1.0,-1,-1,-1
7,3,699.99,521.09,760.23,642.54,1.0,-1,-1,-1
7,4,963.53,505.56,1003.04,631.67,1.0,-1,-1,-1
7,5,1128.28,514.92,1178.81,630.95,1.0,-1,-1,-1
7,6,1343.89,502.73,1395.42,628.87,1.0,-1,-1,-1
7,7,1445.69,518.77,1484.55,620.10,1.0,-1,-1,-1
7,8,1524.32,527.54,1558.41,614.92,1.0,-1,-1,-1
7,9,1269.30,532.78,1301.19,628.61,1.0,-1,-1,-1
7,10,1897.86,536.07,1919.30,638.90,1.0,-1,-1,-1
7,11,1617.03,511.63,1668.80,628.74,1.0,-1,-1,-1
